begin
lattice  1.7097166001e+01  0.0000000000e+00  0.0000000000e+00
lattice  0.0000000000e+00  1.7097166001e+01  0.0000000000e+00
lattice  0.0000000000e+00  0.0000000000e+00  5.0000000001e+01
atom  0.0000000000e+00  0.0000000000e+00  2.0000000000e+01 Mg  4.0982595000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  2.0000000000e+01  O -4.0033513000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  0.0000000000e+00  2.4029840671e+01  O -3.4086054000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  2.4029840671e+01 Mg  3.3269860000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  0.0000000000e+00  2.8059681342e+01 Mg  3.4108801000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  2.8059681342e+01  O -3.4013036000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  0.0000000000e+00  3.2089522012e+01  O -3.4023260000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  3.2089522012e+01 Mg  3.4107256000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  0.0000000000e+00  3.6119362683e+01 Mg  3.3284879000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  3.6119362683e+01  O -3.4205192000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  0.0000000000e+00  4.0149203354e+01  O -4.0052318000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  2.8495276637e+00  4.0149203354e+01 Mg  4.1084457000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  2.0000000000e+01 Mg  4.0982579000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  2.0000000000e+01  O -3.8986671000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  2.4029840671e+01  O -3.4086048000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  2.4029840671e+01 Mg  3.3359297000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  2.8059681342e+01 Mg  3.4108802000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  2.8059681342e+01  O -3.4023376000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  3.2089522012e+01  O -3.4023260000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  3.2089522012e+01 Mg  3.4107765000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  3.6119362683e+01 Mg  3.3284879000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  3.6119362683e+01  O -3.4205188000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  5.6990553274e+00  4.0149203354e+01  O -4.0052318000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  8.5485829910e+00  4.0149203354e+01 Mg  4.1084535000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  1.1398110655e+01  2.0000000000e+01 Mg  3.9544962000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  1.4247638318e+01  2.0000000000e+01  O -3.8986757000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  1.1398110655e+01  2.4029840671e+01  O -3.4113653000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  1.4247638318e+01  2.4029840671e+01 Mg  3.3359285000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  1.1398110655e+01  2.8059681342e+01 Mg  3.4111649000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  1.4247638318e+01  2.8059681342e+01  O -3.4023375000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  0.0000000000e+00  1.1398110655e+01  3.2089522012e+01  O -3.4023337000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
atom  2.8495276637e+00  1.4247638318e+01  3.2089522012e+01 Mg  3.4107765000e-01 0.0  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
