atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.7526979446e+00,3.4974114895e+00,1.3287584484e-01,5.5628275871e+00,3.3171110153e+00,3.4530324936e+00,-2.9219579697e+00,4.7479367256e+00,1.6404109001e+00,-3.1887392998e+00,-6.0500746965e-01,-2.9349461198e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.5663152695e+01,3.6903414875e-02,1.2781080604e-01,7.9992033541e-02,9.6979334950e-02,-1.5751552582e-01,-1.6801932827e-02,-2.0106875896e-01,-3.8916539401e-02,5.6447822601e-02,2.8950488567e-01,6.8936392665e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.5625490189e+01,2.0246049389e-02,-1.0475571454e-01,1.6740930080e-01,2.1943885833e-02,-3.5439494997e-02,1.8712328374e-01,-3.2524898648e-02,9.4173802063e-04,1.1568826437e-01,2.7979838848e-01,6.7293807864e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8383331299e+00,-2.5002515316e-01,-1.4623171091e-01,6.4198750257e-01,2.1693995595e-01,1.7032718658e-01,2.1810181439e-01,1.5148371458e-01,-1.4983695745e-01,1.0557872057e-01,-1.4309050143e-01,1.7637808621e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8565630913e+00,-1.1885813624e-01,1.0021161288e-01,-4.3683290482e-02,3.5886835307e-02,2.5983077288e-01,2.9911473393e-01,-2.7440828085e-01,-5.5544905365e-02,8.5238859057e-02,-7.2997517884e-02,4.3447803706e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8505392075e+00,-1.0918104649e-01,5.7181235403e-02,8.7848804891e-02,1.2769757211e-01,2.4165165424e-01,8.3999074996e-02,-7.6144382358e-02,-2.4172043800e-01,1.0169520229e-01,-1.0683382303e-01,1.0568801314e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8353724480e+00,-1.4450371265e-01,8.0004744232e-03,1.8374979496e-02,9.3343190849e-02,2.0937646925e-01,6.3877478242e-02,1.6196668148e-02,7.5863838196e-02,1.7094568908e-01,-3.2180228829e-01,1.2899479270e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8496799469e+00,-1.3060800731e-01,-4.5020185411e-02,1.6392942052e-03,1.7423915863e-01,1.1474215984e-01,2.3765946925e-01,-9.8363250494e-02,1.8551723659e-01,-2.4564103223e-03,-2.8989347816e-01,1.5237683058e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8515615463e+00,-1.4080649614e-01,6.8051391281e-03,8.3490870893e-02,1.4424821734e-01,2.0067501068e-01,2.5146442652e-01,-7.4379809201e-02,-2.1698664874e-02,5.7212732732e-02,-3.0378174782e-01,2.0009998977e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.8372502327e+00,-2.0996405184e-01,1.9679647684e-01,-5.3863453865e-01,2.5562465191e-01,1.6433605552e-01,1.3228264451e-01,-5.4570298642e-02,2.0185336471e-01,-3.0157739297e-02,-3.7791001797e-01,1.7242763937e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,-2.5752593994e+01,1.3093737885e-02,2.1054092050e-01,-4.8355821520e-02,3.0742097646e-02,-1.9346925616e-01,-6.5861970186e-02,1.7211688682e-02,2.4820677936e-02,1.3684122264e-01,3.1056767702e-01,6.9593004882e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,-2.5698747635e+01,1.4960937202e-02,-2.7460856363e-02,-1.7820210755e-01,8.6406014860e-02,4.2440954596e-02,-1.7538951337e-01,7.9706221819e-02,1.2810231745e-01,9.8405174911e-02,2.9788014293e-01,6.8537987769e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,6.8159875870e+00,3.5042352676e+00,3.2051794529e+00,-4.5711078644e+00,3.2621579170e+00,3.0634343624e+00,3.6678054333e+00,-9.2560184002e-01,-3.6968035698e+00,-4.2259359360e+00,-2.9910507798e-01,6.7154519260e-02
