atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,3.0159926414e+00,1.7704861164e+00,6.7369744182e-02,4.5780892372e+00,2.5865287781e+00,2.6673252583e+00,-2.1864459515e+00,3.9005844593e+00,1.5524984598e+00,-2.6116592884e+00,-7.7117377520e-01,-9.8350481130e-04
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,-1.0799679756e+01,-2.8967310209e-03,7.5159870088e-02,5.0860375166e-02,5.7131215930e-02,-1.2908811867e-01,5.6708995253e-03,-1.3259246945e-01,-1.7674487317e-03,4.0658477694e-02,5.6247091293e-01,7.5222343206e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,-1.0798459053e+01,-1.5977430157e-03,-5.3737923503e-02,7.5428105891e-02,5.9479568154e-03,-4.0831066668e-02,1.1851523072e-01,-2.4458529428e-02,1.7761260271e-02,7.0300303400e-02,5.5675572157e-01,7.1178987622e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9195988178e+00,-5.6139834225e-02,-1.6729687154e-01,4.9467259645e-01,2.2597415745e-01,1.0332201421e-01,2.1968264878e-01,5.9240512550e-02,-1.2925383449e-01,1.0489436984e-01,-3.0836042762e-01,2.1945005655e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.8895070553e+00,-4.3237365782e-02,1.1885011941e-01,1.6826830804e-02,6.3464663923e-02,2.0379787683e-01,2.2241590917e-01,-2.1718186140e-01,-6.6766977310e-02,8.7108537555e-02,-2.1556040645e-01,1.2095345557e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9007289410e+00,-2.6207886636e-02,1.3071107864e-01,4.4197723269e-02,1.7393079400e-01,2.0988354087e-01,8.6869150400e-02,-7.3938913643e-02,-2.3889531195e-01,5.8352239430e-02,-2.5120627880e-01,1.5949124098e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9629051685e+00,-2.1541129798e-02,2.6458809152e-02,2.5143334642e-02,1.2752498686e-01,2.2370985150e-01,-2.5888206437e-04,1.6396138817e-02,8.1251494586e-02,1.4052999020e-01,-4.6186637878e-01,1.4957760274e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9533553123e+00,-3.2677181065e-02,-6.5072491765e-02,3.3490967005e-02,2.2079645097e-01,5.4822046310e-02,2.0256336033e-01,-1.1306978762e-01,1.8289558589e-01,-3.8907993585e-02,-4.3386092782e-01,1.8601623178e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9558546543e+00,-3.7736166269e-02,1.5695855021e-02,8.5744127631e-02,2.2059166431e-01,1.5975394845e-01,2.3342747986e-01,-4.7143168747e-02,-3.6668207496e-02,5.9045001864e-02,-4.4465559721e-01,2.4344870448e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,2.9729998112e+00,-5.6920643896e-02,1.6433712840e-01,-3.8340741396e-01,2.7350252867e-01,7.8356690705e-02,3.6969166249e-02,-2.9439952224e-02,1.8512308598e-01,2.1721871570e-02,-5.2060985565e-01,2.1760880947e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,-1.0821063042e+01,-9.3845454976e-03,9.8896555603e-02,-3.4719038755e-02,2.0336886868e-02,-1.3446231186e-01,-6.7746460438e-02,2.3460343480e-02,6.7797540687e-03,8.6866877973e-02,5.7392197847e-01,7.5667098165e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,-1.0812515259e+01,-5.6939166971e-03,-3.2345817890e-03,-8.5129082203e-02,4.1615094990e-02,1.7452556640e-02,-1.2843498588e-01,5.9128783643e-02,6.9220073521e-02,5.8031991124e-02,5.6899178028e-01,7.4470303953e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,2.9599187374e+00,1.6242374182e+00,2.5922529697e+00,-3.5988605022e+00,2.5956375599e+00,2.4235601425e+00,2.8342568874e+00,-6.9712024927e-01,-3.0205888748e+00,-3.4269886017e+00,-4.6367338300e-01,1.2139502168e-01
