atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.1619963646e-01,-6.7753952742e-01,2.5298574939e-02,1.1639143229e+00,6.8844866753e-01,1.2244980335e+00,-9.0228909254e-01,1.6082117558e+00,4.9614208937e-01,-1.0745906830e+00,-1.1228936911e+00,2.4063013494e-01
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.6867288351e+00,-1.4047366858e-04,-4.2262678035e-03,1.0561964009e-03,-2.4926359765e-03,-3.3027663827e-02,2.3808218539e-02,-3.5597447306e-02,-1.7490613973e-03,2.6601705700e-02,5.3629893064e-01,2.8301495314e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.6908279657e+00,1.2744559208e-03,1.5495360130e-03,-1.8510045484e-03,-8.5372134345e-04,-3.2115347683e-02,3.0474036932e-02,-2.9128935188e-02,4.6959975734e-03,2.5356393307e-02,5.2750527859e-01,2.8198862076e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.8501865864e-01,1.2460844591e-02,-6.6942051053e-02,1.5255646408e-01,-3.1305246055e-02,-5.8268215507e-02,8.1231750548e-02,7.1264482103e-03,8.6349237245e-04,2.0338553935e-02,-6.2242108583e-01,4.0286374092e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.7132252455e-01,2.8279968537e-03,8.1232562661e-03,-1.2070373632e-03,7.9297814518e-03,2.0885799080e-02,5.0334624946e-02,-5.2393019199e-02,-2.2356793284e-02,1.8471023068e-02,-4.5287123322e-01,3.4193265438e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.7451441288e-01,-6.5455939621e-03,2.9862425290e-03,5.7612094097e-03,7.9282680526e-03,7.3173701763e-02,4.9347534776e-02,-2.5830844417e-02,-5.2793543786e-02,-5.8094598353e-04,-4.9358478189e-01,3.5882923007e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.9139283895e-01,-2.5031948462e-03,2.5594064500e-03,-1.2370133772e-03,7.7956314199e-03,3.3561665565e-02,1.5902573243e-02,1.0904821567e-02,1.9952837378e-02,4.8544518650e-02,-7.1504259109e-01,3.9246308804e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.8877375126e-01,-7.8425547108e-03,-4.8751588911e-03,1.4080365654e-03,1.0908691213e-02,3.8679420948e-02,5.6085154414e-02,-4.3758139014e-02,2.8320409358e-02,-9.0837376192e-03,-6.8079662323e-01,4.2004352808e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.8898087740e-01,-6.2509803101e-03,1.2439625571e-03,9.1211674735e-03,1.5927309170e-02,4.3189913034e-02,6.1090353876e-02,3.2940509263e-03,4.1208229959e-04,3.1950664707e-03,-6.8374663591e-01,4.5741426945e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.9647723436e-01,1.7131231725e-02,2.2886039689e-02,-1.2226641923e-01,1.3963313773e-02,-2.1484985948e-02,-5.6940529495e-02,1.5192653984e-02,5.7697437704e-02,1.1992593063e-03,-7.7406245470e-01,3.9730370045e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,1.6858217716e+00,-2.0391666330e-03,-1.3991682790e-03,1.1983781587e-03,-6.4347259467e-04,-3.1735137105e-02,-4.3385375291e-02,1.7681811005e-02,1.9475793466e-02,3.7811663002e-02,5.4248082638e-01,2.8708839417e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,1.6855400801e+00,-1.1245519854e-03,-1.6022943601e-04,1.8676307518e-03,-9.3043223023e-04,-2.0523037761e-02,-4.5798700303e-02,1.9405830652e-02,2.2748349234e-02,3.4389786422e-02,5.4025304317e-01,2.8572815657e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-7.0303833485e-01,-6.2271410227e-01,6.7689180374e-01,-9.3940174580e-01,6.7034858465e-01,1.0511209965e+00,1.2796835899e+00,-3.7037312984e-01,-1.1629651785e+00,-1.4209167957e+00,-8.5810375214e-01,3.3822810650e-01
