atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7542431355e+00,-4.4496064186e+00,2.6833936572e-01,6.9010014534e+00,4.0351457596e+00,5.0018630028e+00,-3.7854595184e+00,6.4353280067e+00,1.8445518017e+00,-4.4235577583e+00,-9.4770467281e-01,2.1364006400e-01
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,7.9171285629e+00,-4.9860645086e-02,-6.5292701125e-02,-1.5995057300e-02,-4.0970936418e-02,-1.2849831581e-01,1.4206187427e-01,-1.3386765122e-01,6.2221782282e-03,1.2925186753e-01,2.8580468893e-01,2.5859835744e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,7.9150133133e+00,-2.7792003006e-02,4.8537738621e-02,-5.1932785660e-02,-3.0357013457e-03,-1.7018008232e-01,1.0703034699e-01,-1.3364076614e-01,4.2665749788e-02,9.2013433576e-02,2.8075724840e-01,2.5648310781e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7518682480e+00,-1.0270893574e-02,-3.8681966066e-01,8.1863921881e-01,-1.5373064578e-01,-1.5898491442e-01,2.3443537951e-01,2.0661491156e-01,7.5436592102e-02,-5.2987478673e-02,-4.3331819773e-01,3.8441655040e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7185771465e+00,-3.9215736091e-02,-5.5344536901e-02,-1.0139973834e-02,-4.7237884253e-02,1.3424904644e-01,1.9760543108e-01,-2.5633221865e-01,-1.3516806066e-01,6.9230325520e-02,-3.4391498566e-01,2.6848319173e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7277023792e+00,-9.1923624277e-02,-4.5822620392e-02,1.7109427601e-02,-3.3057708293e-02,2.9417929053e-01,2.4129174650e-01,-1.2593136728e-01,-1.8176659942e-01,9.2561328784e-03,-3.6711066961e-01,3.1730678678e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7901885509e+00,-6.5537288785e-02,1.6221780330e-02,-3.9695561863e-03,2.9880741611e-02,1.7818482220e-01,1.0113927722e-01,4.9026109278e-02,9.7935251892e-02,2.2660215199e-01,-5.7387113571e-01,3.4530082345e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7848579884e+00,-1.0547237843e-01,-1.2563343160e-02,5.7500023395e-03,1.0160109028e-02,1.8400526047e-01,2.6979988813e-01,-1.7924748361e-01,1.1422001570e-01,-1.0130487382e-02,-5.5384546518e-01,3.8328939676e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7873668671e+00,-9.3029186130e-02,-1.3886429369e-03,3.1366031617e-02,2.8334505856e-02,1.9273908436e-01,2.7610084414e-01,1.1457172222e-03,2.5731833652e-02,2.1137127653e-02,-5.6729757786e-01,4.3780285120e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.7971782684e+00,-1.3728745282e-02,9.6167810261e-02,-6.1866372824e-01,1.1237739772e-01,-3.1205330044e-02,-1.3859756291e-01,2.8833799064e-02,1.2949375808e-01,-1.0839673877e-01,-6.6214174032e-01,3.7942662835e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,7.9183988571e+00,-3.0838318169e-02,-8.7169103324e-02,3.0638577882e-03,-4.4823335484e-03,-8.4040328860e-02,-2.3334057629e-01,1.0326993465e-01,7.1759104729e-02,1.2404380739e-01,2.9977187514e-01,2.6094302535e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,7.9192705154e+00,-3.2933909446e-02,2.4596657604e-02,6.6698081791e-02,-3.1908873469e-02,-1.3669146597e-01,-1.9087485969e-01,8.0583393574e-02,4.9067072570e-02,1.3199785352e-01,2.9391601682e-01,2.5917974114e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-2.7984218597e+00,-4.2873911858e+00,4.0685572624e+00,-5.6219191551e+00,3.8298218250e+00,4.2570352554e+00,5.3488678932e+00,-1.6307419538e+00,-4.7677974701e+00,-5.9157929420e+00,-6.3690686226e-01,3.1637546420e-01
