atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.2094738483e+00,-1.0914632082e+00,-3.4188412130e-02,2.1394407749e+00,1.3365393877e+00,1.7943782806e+00,-1.5050662756e+00,2.5700123310e+00,1.0788897276e+00,-1.7203192711e+00,-6.5378952026e-01,-1.7527839541e-01
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.9356575012e+00,7.2430786677e-03,-1.6346902121e-03,7.0733781904e-03,2.9738605954e-03,-1.0548040271e-02,1.6598859802e-02,-1.0701401159e-02,3.4200149821e-04,1.5642115846e-02,6.9916504622e-01,2.6390077546e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.9403460026e+00,5.2332282066e-03,3.0322109815e-03,1.9142788369e-03,1.9153598696e-03,-1.4472564682e-02,6.7996531725e-03,-1.8819209188e-02,1.1738470057e-03,1.0328347795e-02,6.9247621298e-01,2.4470461532e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1520315409e+00,2.8559537604e-02,-8.2851976156e-02,1.7726790905e-01,-1.8156094011e-03,6.6120699048e-02,7.5299181044e-02,4.5832943171e-02,-8.2257777452e-02,5.2205726504e-02,-2.5548994541e-01,6.7603491247e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1224590540e+00,-2.9765939340e-02,5.4358333349e-02,1.1455475353e-02,4.0302619338e-02,2.3940131068e-01,1.9580109417e-01,-1.6239216924e-01,-9.7367241979e-02,9.7075715661e-02,-6.4279057086e-02,-3.5457231104e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1297458410e+00,-4.9687353894e-03,6.3754655421e-02,2.3698352277e-02,7.1511514485e-02,1.9689680636e-01,1.2813580036e-01,-9.2841945589e-02,-1.1901851743e-01,9.6035450697e-02,-1.1097481102e-01,5.2059795707e-03
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1681483984e+00,-1.8553097034e-03,4.7365939245e-03,7.1513169678e-04,2.0952336490e-02,3.4046180546e-02,7.1880826727e-03,1.8887791783e-02,1.9291510805e-02,3.8651119918e-02,-3.5988417268e-01,1.1282979511e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1594486237e+00,3.9232643321e-03,-3.3026091754e-02,1.1323619634e-02,7.5556643307e-02,8.5609987378e-02,1.3383354247e-01,-3.8217268884e-02,8.2786433399e-02,3.4459084272e-03,-3.0095177889e-01,5.5246483535e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1590605974e+00,8.3944173530e-03,1.4261983335e-02,3.4068144858e-02,9.1776549816e-02,1.3970549405e-01,1.6833250225e-01,-5.3843848407e-02,2.0746745169e-02,3.4395541996e-02,-2.9808247089e-01,8.0279856920e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.1736303568e+00,2.1365264431e-02,2.0236173645e-02,-1.2593652308e-01,4.1088528931e-02,1.6167398542e-02,-1.1232946068e-02,1.0895536281e-02,9.8661229014e-02,3.3599033952e-02,-4.0600275993e-01,4.9591783434e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,-2.9184408188e+00,3.8594654761e-03,-1.4011267340e-03,-3.7764313165e-03,1.8058789428e-03,-4.2627966031e-03,-1.6987685114e-02,7.3442324065e-03,9.9093019962e-03,1.2144776992e-02,7.1220535040e-01,2.8831398115e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,-2.9266657829e+00,5.3281495348e-03,3.6771383602e-03,-1.7406839179e-03,9.7826914862e-04,-1.3902378269e-02,-1.3506343588e-02,5.2722953260e-03,5.3895534948e-03,1.3516846113e-02,7.0587325096e-01,2.6566628367e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,1.1725530624e+00,-1.1592924595e+00,1.2648229599e+00,-1.7227495909e+00,1.3564498425e+00,1.6627354622e+00,1.9463198185e+00,-4.5440360904e-01,-2.1155400276e+00,-2.3038268089e+00,-3.8585934043e-01,-7.1702428162e-02
