atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.6713535786e-01,-1.7865428701e-02,4.0585887618e-03,-3.1806878746e-02,-1.4936501160e-02,-6.3925184309e-02,6.8880759180e-02,-5.9830464423e-02,3.5856302828e-02,5.2072912455e-02,-8.5503302515e-02,9.0235486627e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,4.7061628103e-01,4.2015813960e-05,-2.4536431738e-05,-2.0043984478e-05,-1.4066368749e-04,5.6673234212e-05,5.9562735260e-04,-8.1632862566e-04,-3.2464176184e-04,6.0255674180e-04,-5.7319945097e-01,1.2890024483e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,4.6118682623e-01,-1.4400981854e-05,1.8672262377e-04,2.0206470799e-04,1.2524121848e-04,1.9921036437e-04,-4.0420194273e-04,-2.9833984445e-04,-5.3724437021e-04,1.9039711333e-04,-5.9346318245e-01,1.2871168554e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,8.3768266439e-01,3.4078308381e-03,4.5424792916e-02,-5.8126207441e-03,-9.3613229692e-03,8.0090820789e-02,8.3847388625e-02,-1.3213463128e-01,-7.1695566177e-02,2.1340226755e-02,1.6502614319e-01,9.4157993793e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,7.9848766327e-01,5.5075537413e-02,3.7115528248e-03,-3.9177499712e-02,-1.1127332225e-02,-1.9407317042e-02,-3.2998403907e-01,-7.9688704014e-01,-3.1090009212e-01,1.0096116364e-01,3.0776953697e-01,1.0693718493e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,7.7710556984e-01,9.3303585052e-01,-3.8185264915e-02,1.8791565299e-01,1.6105134785e-01,4.6478095651e-01,2.0813906193e+00,5.8805255890e+00,3.4024078846e+00,-1.6920692921e+00,2.8621810675e-01,-2.5777058676e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.9998464584e-01,1.8287671730e-02,-1.6161546111e-02,1.8231911585e-02,-3.7321745185e-04,6.6986009479e-02,-1.9132766128e-01,-5.0465360284e-02,-1.4713735320e-02,-8.1887930632e-02,1.7542442679e-01,5.9380143881e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.6216325760e-01,7.8196448088e-01,-9.3499764800e-02,-4.6956628561e-02,-9.6958503127e-04,1.7378814220e+00,2.5965740681e+00,-2.2216575146e+00,-1.4773812294e+00,-3.9423224926e+00,1.6295093298e-01,-9.0509708971e-03
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,7.0864206553e-01,4.4430345297e-02,-1.0390082374e-02,4.1753400117e-02,2.1195821464e-02,-1.4765773714e-01,-1.9503185153e-01,2.5583469868e-01,4.1454523802e-02,6.1220592260e-01,1.3273285329e-01,1.0007849336e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,7.4488729239e-01,1.0775783099e-02,2.9885502532e-02,-2.3039571941e-02,-4.6113226563e-03,2.9369352385e-02,2.5141257793e-02,-1.2120897882e-02,-2.7474940289e-03,-4.1551575065e-02,9.8369270563e-03,9.1904617846e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,4.7473201156e-01,-1.0883149116e-05,1.8303941761e-04,-2.6373457513e-04,1.2110507669e-04,5.7120656129e-04,7.6933315722e-04,-4.2527625919e-04,3.2397557516e-04,1.2397271348e-04,-5.5636692047e-01,1.2919618189e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,4.6378311515e-01,-2.5082939828e-05,9.9124059489e-05,-2.6275974233e-04,1.0363948968e-04,8.5316634795e-05,7.9583708430e-04,-2.7459530975e-04,4.3032912072e-04,3.1600228976e-04,-5.7546061277e-01,1.2888740003e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,6.5176486969e-01,-1.4363931492e-02,-5.1713003777e-03,5.7981931604e-03,1.0491962545e-02,-6.5612606704e-02,-1.0392392427e-01,6.3828364015e-02,3.1737815589e-02,9.5319062471e-02,2.0629404485e-01,9.2690542340e-02
