atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,4.9425691366e-01,-1.5342141502e-02,6.0878107324e-03,-2.7855787426e-02,-1.3565596193e-02,-5.9562005103e-02,5.9170588851e-02,-3.6485124379e-02,4.7544997185e-02,2.7728049085e-02,-7.0791095495e-02,7.4697293341e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,4.4245508313e-01,2.2140797228e-05,1.7612124793e-05,-1.6425779904e-05,-6.9686757342e-05,1.6160130326e-04,1.4468496374e-04,-2.6176826213e-04,-1.5653294395e-04,2.5109009584e-04,-5.7171005011e-01,1.2457279116e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,4.3522518873e-01,-2.0756373488e-05,8.1139980466e-05,1.9192096079e-04,9.9732154922e-05,2.3468515428e-04,-3.5800912883e-04,-1.3862672859e-06,-2.7955241967e-04,-2.1721531084e-05,-5.8929789066e-01,1.2446262687e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.2900668383e-01,3.1804603059e-03,3.9532080293e-02,-1.0174357332e-02,-5.9477309696e-03,8.6279444396e-02,9.0026974678e-02,-1.5715812147e-01,-1.2731476128e-01,1.3448311947e-02,1.7697158456e-01,7.7086456120e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.9934997559e-01,3.8179490715e-02,1.5900710598e-02,-3.4382145852e-02,-1.1259898543e-02,-3.3383086324e-02,-2.7890905738e-01,-7.2257798910e-01,-2.8035286069e-01,8.4241129458e-02,3.2625633478e-01,8.7191887200e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.9630548954e-01,8.7354880571e-01,-3.2542016357e-02,1.7126670480e-01,1.5572243929e-01,6.5423607826e-01,1.9754104614e+00,5.7053246498e+00,3.2089965343e+00,-1.7210685015e+00,3.0114921927e-01,-4.0041465312e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,4.8984047771e-01,2.1664705127e-02,-1.5493743122e-02,1.4579962939e-02,-4.1324496269e-03,6.6720135510e-02,-1.8320727348e-01,-5.0935447216e-02,-1.3567517512e-02,-7.2503864765e-02,1.9659093022e-01,4.5843575150e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.2820760012e-01,7.2832483053e-01,-1.1394999176e-01,-4.0966462344e-02,3.0505213886e-02,1.7709957361e+00,2.4794065952e+00,-2.1290719509e+00,-1.4533977509e+00,-3.9055793285e+00,1.7878738046e-01,-2.2762674838e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.4888033867e-01,2.9829418287e-02,-5.4835490882e-03,3.3174153417e-02,1.3453558087e-02,-1.6466313601e-01,-1.9855152071e-01,2.2673273087e-01,4.9389399588e-02,5.7374233007e-01,1.5269133449e-01,8.3006791770e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.7454061508e-01,1.2589790858e-02,2.9320700094e-02,-1.0791495442e-02,-2.9089716263e-03,3.6060638726e-02,3.3287040889e-02,-2.0068746060e-02,1.9979123026e-02,-4.8554584384e-02,1.9945308566e-02,7.5945712626e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,4.4616103172e-01,2.4908842988e-06,2.0476827922e-04,-2.9370168340e-04,1.4086203009e-04,3.1627481803e-04,8.0561125651e-04,-3.8874353049e-04,2.1025550086e-04,9.1705172963e-05,-5.5410122871e-01,1.2480730563e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,4.3811535835e-01,2.4219698389e-06,1.1967604951e-04,-2.1840882255e-04,8.7950087618e-05,2.5665716385e-04,5.3857290186e-04,-1.7767069221e-04,2.9891598388e-04,1.5629189147e-04,-5.7194447517e-01,1.2451442331e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,4.8412418365e-01,-1.2722928077e-02,-9.4158407301e-03,8.6054019630e-03,9.1976411641e-03,-4.7051750124e-02,-7.6980315149e-02,5.0438944250e-02,2.2450180724e-02,7.2912350297e-02,2.2169768810e-01,7.7947162092e-02
