dihedral_deg,actual_rel_e,pred_total_rel_e,pred_short_rel_e,pred_long_rel_e,pred_total_abs_e,pred_short_abs_e,pred_long_abs_e
83.42481930851925,0.0,0.0,2.6226043701171875e-06,0.0,-2.418306350708008,-2.7265193462371826,0.3082129657268524
83.51375778436027,0.0,2.384185791015625e-07,2.384185791015625e-06,6.258487701416016e-07,-2.4183061122894287,-2.7265195846557617,0.30821359157562256
83.60271179666562,7.62939453125e-06,1.9073486328125e-06,2.384185791015625e-06,2.3543834686279297e-06,-2.418304443359375,-2.7265195846557617,0.30821532011032104
83.69168218714043,7.62939453125e-06,4.76837158203125e-06,2.6226043701171875e-06,5.155801773071289e-06,-2.418301582336426,-2.7265193462371826,0.3082181215286255
83.7806685757748,1.52587890625e-05,9.059906005859375e-06,2.86102294921875e-06,9.149312973022461e-06,-2.418297290802002,-2.7265191078186035,0.30822211503982544
83.86967062145865,2.288818359375e-05,1.2159347534179688e-05,4.76837158203125e-07,1.4275312423706055e-05,-2.4182941913604736,-2.7265214920043945,0.3082272410392761
83.95868846283588,3.0517578125e-05,2.0503997802734375e-05,2.384185791015625e-06,2.0742416381835938e-05,-2.418285846710205,-2.7265195846557617,0.30823370814323425
84.04772298530942,3.814697265625e-05,2.765655517578125e-05,2.1457672119140625e-06,2.822279930114746e-05,-2.418278694152832,-2.726519823074341,0.30824118852615356
84.13677319517468,4.57763671875e-05,3.6716461181640625e-05,2.384185791015625e-06,3.7044286727905273e-05,-2.418269634246826,-2.7265195846557617,0.3082500100135803
84.22583938789188,6.103515625e-05,4.744529724121094e-05,2.86102294921875e-06,4.7087669372558594e-05,-2.4182589054107666,-2.7265191078186035,0.308260053396225
84.31492104168031,7.62939453125e-05,5.793571472167969e-05,2.1457672119140625e-06,5.838274955749512e-05,-2.418248414993286,-2.726519823074341,0.3082713484764099
84.40401976759186,9.1552734375e-05,7.104873657226562e-05,2.86102294921875e-06,7.101893424987793e-05,-2.4182353019714355,-2.7265191078186035,0.3082839846611023
84.49313378713768,0.0001068115234375,8.440017700195312e-05,2.384185791015625e-06,8.484721183776855e-05,-2.418221950531006,-2.7265195846557617,0.3082978129386902
84.58226411541654,0.00012969970703125,9.989738464355469e-05,2.6226043701171875e-06,9.992718696594238e-05,-2.4182064533233643,-2.7265193462371826,0.30831289291381836
84.67141018739875,0.00014495849609375,0.00011539459228515625,1.9073486328125e-06,0.0001163780689239502,-2.4181909561157227,-2.72652006149292,0.30832934379577637
84.7605730401581,0.0001678466796875,0.00013446807861328125,2.6226043701171875e-06,0.00013434886932373047,-2.4181718826293945,-2.7265193462371826,0.30834731459617615
84.84975158664358,0.00019073486328125,0.00015306472778320312,2.384185791015625e-06,0.00015345215797424316,-2.4181532859802246,-2.7265195846557617,0.30836641788482666
84.93894591481094,0.00022125244140625,0.00017404556274414062,2.384185791015625e-06,0.0001742541790008545,-2.4181323051452637,-2.7265195846557617,0.30838721990585327
85.02815651639432,0.000244140625,0.00019621849060058594,2.384185791015625e-06,0.00019630789756774902,-2.4181101322174072,-2.7265195846557617,0.30840927362442017
85.11738348351406,0.000274658203125,0.00021791458129882812,9.5367431640625e-07,0.00021979212760925293,-2.418088436126709,-2.7265210151672363,0.30843275785446167
85.20662642717684,0.00029754638671875,0.0002446174621582031,2.384185791015625e-06,0.000244826078414917,-2.4180617332458496,-2.7265195846557617,0.30845779180526733
85.29588562567267,0.00032806396484375,0.00027108192443847656,2.384185791015625e-06,0.0002714693546295166,-2.4180352687835693,-2.7265195846557617,0.30848443508148193
85.38516046637906,0.0003662109375,0.00029850006103515625,2.384185791015625e-06,0.00029912590980529785,-2.4180078506469727,-2.7265195846557617,0.3085120916366577
85.474452147138,0.000396728515625,0.00032830238342285156,2.384185791015625e-06,0.0003285706043243408,-2.417978048324585,-2.7265195846557617,0.30854153633117676
