structure_index,dihedral_deg,atom_index,Z,q0,q_l0_0,q_l1_0,q_l1_1,q_l1_2,q_l1_norm,q_l2_0,q_l2_1,q_l2_2,q_l2_3,q_l2_4,q_l2_norm
0,83.42481930851925,0,6,-0.8383357524871826,-0.017302950844168663,-0.04248256981372833,-3.2710181230299895e-09,0.0,0.04248256981372833,-0.006701757200062275,9.641258902348682e-10,0.0,0.0,0.005512578412890434,0.008677676320075989
0,83.42481930851925,1,1,4.300817489624023,-0.0009857339318841696,-0.012247249484062195,-0.012270104140043259,0.0,0.017336394637823105,0.0006781327538192272,-0.001725813141092658,0.0,0.0,0.0015836614184081554,0.0024384993594139814
0,83.42481930851925,2,1,4.300817489624023,-0.0009857339318841696,-0.01224724855273962,0.012270103208720684,0.0,0.017336392775177956,0.0006781329866498709,0.001725813141092658,0.0,0.0,0.0015836611855775118,0.002438499126583338
0,83.42481930851925,3,6,-0.841598391532898,-0.062356457114219666,-0.024592511355876923,2.540339050227658e-09,0.0,0.024592511355876923,0.019749851897358894,3.4093700085335854e-10,0.0,0.0,0.059469323605298996,0.06266304105520248
0,83.42481930851925,4,6,-0.8706288933753967,-0.2544698119163513,-0.13705283403396606,0.0,0.0,0.13705283403396606,0.298157274723053,0.0,0.0,0.0,0.5638014078140259,0.6377850770950317
0,83.42481930851925,5,6,-0.8519633412361145,-1.3831955194473267,0.11447542905807495,0.0,0.0,0.11447542905807495,-1.03564453125,0.0,0.0,0.0,-2.2706711292266846,2.4956977367401123
0,83.42481930851925,6,6,-0.8909616470336914,-0.011200036853551865,-1.914294056604149e-09,0.0,0.0,1.914294056604149e-09,-0.01093083806335926,0.0,0.0,0.0,0.006310941651463509,0.012621854431927204
0,83.42481930851925,7,6,-0.8519634008407593,-1.3831956386566162,-0.11447548866271973,0.0,0.0,0.11447548866271973,1.448636531829834,0.0,0.0,0.0,2.0322301387786865,2.4956977367401123
0,83.42481930851925,8,6,-0.8706288933753967,-0.2544698119163513,0.1370527595281601,0.0,0.0,0.1370527595281601,-0.33918774127960205,0.0,0.0,0.0,-0.5401126146316528,0.6377851963043213
0,83.42481930851925,9,6,-0.841598391532898,-0.06235643848776817,0.024592384696006775,0.0,6.39915453959361e-10,0.024592384696006775,-0.04162701219320297,0.0,1.7310813893445243e-10,0.0,-0.04683854430913925,0.06266304850578308
0,83.42481930851925,10,1,4.300817489624023,-0.0009857338154688478,0.01224725041538477,0.0,0.012270092964172363,0.017336387187242508,-0.00103242346085608,0.0,-0.0017258132575079799,0.0,-0.001379111665301025,0.0024384993594139814
0,83.42481930851925,11,1,4.300817489624023,-0.0009857338154688478,0.012247254140675068,0.0,-0.012270092032849789,0.017336389049887657,-0.0010324236936867237,0.0,0.0017258133739233017,0.0,-0.0013791108503937721,0.002438498893752694
0,83.42481930851925,12,6,-0.8383358120918274,-0.017302941530942917,0.042482636868953705,0.0,-6.728203549855039e-10,0.042482636868953705,-0.008124906569719315,0.0,-1.6297725391467566e-09,0.0,0.003047594800591469,0.008677668869495392
1,83.51375778436027,0,6,-0.8383356928825378,-0.01730295829474926,-0.042482588440179825,-6.208749070424346e-10,0.0,0.042482588440179825,-0.006701762787997723,1.8990800043638956e-09,0.0,0.0,0.005512573290616274,0.008677677251398563
1,83.51375778436027,1,1,4.300817489624023,-0.0009857340482994914,-0.012247253209352493,-0.012270104140043259,0.0,0.017336396500468254,0.0006781321135349572,-0.0017258137231692672,0.0,0.0,0.0015836615348234773,0.002438499592244625
1,83.51375778436027,2,1,4.300817966461182,-0.0009857340482994914,-0.012247251346707344,0.012270106934010983,0.0,0.017336398363113403,0.0006781322881579399,0.001725813839584589,0.0,0.0,0.001583661651238799,0.0024384998250752687
1,83.51375778436027,3,6,-0.841598391532898,-0.06235645338892937,-0.024592474102973938,2.9195845741014637e-09,0.0,0.024592474102973938,0.019749848172068596,1.8423276237911068e-09,0.0,0.0,0.0594693198800087,0.06266303360462189
1,83.51375778436027,4,6,-0.8706288933753967,-0.2544698119163513,-0.13705287873744965,0.0,0.0,0.13705287873744965,0.2981572151184082,0.0,0.0,0.0,0.5638014078140259,0.637785017490387
1,83.51375778436027,5,6,-0.8519632816314697,-1.3831958770751953,0.11447545886039734,0.0,0.0,0.11447545886039734,-1.0356446504592896,0.0,0.0,0.0,-2.270671844482422,2.4956984519958496
