dihedral_deg,actual_rel_e,pred_total_rel_e,pred_short_rel_e,pred_long_rel_e,pred_total_abs_e,pred_short_abs_e,pred_long_abs_e
83.42481930851925,0.0,3.4332275390625e-05,3.337860107421875e-06,3.409385681152344e-05,-2.42161226272583,-3.9029183387756348,1.4813060760498047
83.51375778436027,0.0,3.3855438232421875e-05,3.0994415283203125e-06,3.361701965332031e-05,-2.4216127395629883,-3.902918577194214,1.4813055992126465
83.60271179666562,7.62939453125e-06,3.24249267578125e-05,3.337860107421875e-06,3.2067298889160156e-05,-2.421614170074463,-3.9029183387756348,1.4813040494918823
83.69168218714043,7.62939453125e-06,2.9802322387695312e-05,3.0994415283203125e-06,2.9802322387695312e-05,-2.421616792678833,-3.902918577194214,1.4813017845153809
83.7806685757748,1.52587890625e-05,2.7179718017578125e-05,3.5762786865234375e-06,2.6941299438476562e-05,-2.421619415283203,-3.9029181003570557,1.4812989234924316
83.86967062145865,2.288818359375e-05,2.193450927734375e-05,1.6689300537109375e-06,2.3603439331054688e-05,-2.4216246604919434,-3.9029200077056885,1.4812955856323242
83.95868846283588,3.0517578125e-05,2.0503997802734375e-05,3.5762786865234375e-06,1.990795135498047e-05,-2.421626091003418,-3.9029181003570557,1.4812918901443481
84.04772298530942,3.814697265625e-05,1.6450881958007812e-05,3.337860107421875e-06,1.621246337890625e-05,-2.4216301441192627,-3.9029183387756348,1.481288194656372
84.13677319517468,4.57763671875e-05,1.239776611328125e-05,3.0994415283203125e-06,1.239776611328125e-05,-2.4216341972351074,-3.902918577194214,1.4812843799591064
84.22583938789188,6.103515625e-05,1.0013580322265625e-05,3.814697265625e-06,9.059906005859375e-06,-2.4216365814208984,-3.9029178619384766,1.481281042098999
84.31492104168031,7.62939453125e-05,5.7220458984375e-06,2.86102294921875e-06,5.9604644775390625e-06,-2.4216408729553223,-3.902918815612793,1.4812779426574707
84.40401976759186,9.1552734375e-05,3.337860107421875e-06,3.337860107421875e-06,2.9802322387695312e-06,-2.4216432571411133,-3.9029183387756348,1.481274962425232
84.49313378713768,0.0001068115234375,2.384185791015625e-06,4.0531158447265625e-06,1.1920928955078125e-06,-2.4216442108154297,-3.9029176235198975,1.4812731742858887
84.58226411541654,0.00012969970703125,4.76837158203125e-07,3.337860107421875e-06,2.384185791015625e-07,-2.4216461181640625,-3.9029183387756348,1.4812722206115723
84.67141018739875,0.00014495849609375,0.0,3.0994415283203125e-06,0.0,-2.4216465950012207,-3.902918577194214,1.4812719821929932
84.7605730401581,0.0001678466796875,1.1920928955078125e-06,3.337860107421875e-06,1.1920928955078125e-06,-2.421645402908325,-3.9029183387756348,1.4812731742858887
84.84975158664358,0.00019073486328125,4.0531158447265625e-06,3.337860107421875e-06,3.337860107421875e-06,-2.421642541885376,-3.9029183387756348,1.4812753200531006
84.93894591481094,0.00022125244140625,7.152557373046875e-06,3.337860107421875e-06,7.033348083496094e-06,-2.4216394424438477,-3.9029183387756348,1.4812790155410767
85.02815651639432,0.000244140625,1.2874603271484375e-05,4.0531158447265625e-06,1.2159347534179688e-05,-2.421633720397949,-3.9029176235198975,1.4812841415405273
85.11738348351406,0.000274658203125,1.7642974853515625e-05,1.9073486328125e-06,1.895427703857422e-05,-2.421628952026367,-3.9029197692871094,1.4812909364700317
85.20662642717684,0.00029754638671875,2.7894973754882812e-05,3.814697265625e-06,2.7179718017578125e-05,-2.421618700027466,-3.9029178619384766,1.4812991619110107
