atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,3.4185655117e+00,1.6996674240e-02,-8.7183760479e-03,-9.5456512645e-03,-1.9610801712e-02,3.7861321121e-02,1.7605647445e-03,7.5927091530e-04,8.4121106192e-04,1.5196513385e-02,-4.2335724831e-01,4.0742844343e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,3.6129531860e+00,-8.3979254123e-04,-1.3979367912e-02,3.4091968555e-03,-5.2332035266e-03,1.7454944318e-03,6.2673143111e-03,3.0969874933e-03,2.0683989860e-03,3.3394540660e-03,-3.8996812701e-01,3.1948022544e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,3.6147661209e+00,-3.7066482037e-05,1.1837401427e-02,-1.5481032897e-03,6.2898793258e-03,-3.8610061165e-03,-1.7797593027e-03,-7.6126018539e-03,-1.8469338538e-03,3.6273684818e-03,-3.9528027177e-01,3.4084297717e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4486720562e+00,-2.1882052533e-03,-4.2096234858e-02,1.4337969944e-02,-5.1412008703e-02,-3.8371767849e-02,-4.1254010051e-02,-2.4087856710e-01,-9.3607187271e-02,-1.3948591426e-02,2.5763073564e-01,5.5446647108e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4527250528e+00,7.3786070570e-03,-1.0068786331e-02,-1.5381833073e-03,5.3195566870e-03,-9.9489102140e-03,-1.7761723697e-01,-6.2735587358e-02,-6.0678370297e-02,-4.0341187268e-02,3.8348233700e-01,6.5697044134e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4294360876e+00,1.6306154728e+00,-1.5139003284e-02,-1.3310906291e-01,9.4416983426e-02,8.9309006929e-01,2.4076256752e+00,6.4287900925e+00,3.8878018856e+00,-2.0164248943e+00,4.0443068743e-01,-3.0018325895e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4623339176e+00,7.6935510151e-03,-2.1024351008e-03,-1.3467247598e-02,-6.9759185426e-03,3.4644722939e-02,-4.1609659791e-02,-4.7539680963e-04,-4.0616959333e-02,-3.6284532398e-02,2.2219622135e-01,2.2089339793e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4251233339e+00,1.1600304842e+00,-3.5274195671e-01,2.1207772195e-01,-9.7135834396e-02,1.9871222973e+00,3.0203468800e+00,-2.3596558571e+00,-1.2806159258e+00,-3.8958020210e+00,2.6943755150e-01,-1.7135534436e-03
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4550733566e+00,2.4420844857e-03,-8.4056414198e-04,4.0024098009e-02,7.5344955549e-03,1.3051964343e-03,-9.9031046033e-02,3.8101002574e-02,-9.8654367030e-02,1.2708668411e-01,2.0892362297e-01,5.6426845491e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4591711760e+00,-6.6452356987e-03,5.1730559207e-03,-8.1064802362e-04,-2.4372955784e-02,-2.9467158020e-03,-5.8353092521e-02,5.7768195868e-02,-3.7302698940e-02,4.1917718947e-02,6.0909330845e-02,5.5084720254e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,3.6150193214e+00,-1.0589919984e-03,-1.1199629866e-02,-8.2591315731e-03,3.6177851725e-03,3.0937492847e-03,-3.1472207047e-03,1.4657714637e-03,3.9011095650e-03,9.1765611432e-04,-3.7689173222e-01,3.4560628235e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,3.6139414310e+00,-9.1889349278e-04,1.3472560793e-02,5.8853910305e-03,-2.6633061934e-03,-5.6209508330e-03,1.5822128626e-03,-1.8478770507e-03,2.8782398440e-03,5.1958961412e-03,-3.8351577520e-01,3.4413341433e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,3.4117650986e+00,2.0126515999e-02,-1.1472556740e-02,1.5521725640e-02,-4.2068748735e-03,2.1294014528e-02,3.7357881665e-02,6.1385403387e-03,1.5205360018e-02,3.2545462251e-02,-8.3625763655e-02,4.3433085084e-02
