atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.0634168386e-01,-1.5455172397e-02,-4.9959167838e-02,4.4205043465e-02,-3.4884866909e-04,-2.5202514604e-02,-5.4302792996e-03,-2.7694905177e-02,-4.0851537138e-02,-2.6605315506e-03,-1.6697651148e-01,4.3107252568e-03
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,2.4755077362e+00,9.3311449746e-05,1.1071415065e-04,1.7002412642e-04,1.3713337830e-04,8.2093145465e-05,-1.1616309348e-04,2.6013245224e-04,1.0585129348e-04,-1.3390812092e-04,-1.7575803399e-01,9.4645865262e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,2.4724123478e+00,7.1445494541e-05,-1.4525161532e-04,1.5470421931e-04,2.8317308534e-05,3.1970249256e-04,2.2341932345e-04,2.7766931453e-04,-1.2433129996e-05,9.6634386864e-05,-1.9514709711e-01,9.4415798783e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.0158284903e-01,-6.0457114130e-02,-5.7587031275e-02,2.3795673251e-01,1.7144128680e-02,9.1374099255e-02,-2.2818394937e-03,1.4570739865e-01,9.5189874992e-03,-2.0695140585e-02,1.6562837362e-01,-2.6472886093e-03
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.1057146788e-01,-6.9732643664e-02,1.0855384171e-02,3.0193614960e-01,9.2105440795e-02,-5.9909999371e-02,-1.0178002715e-01,-3.7062015384e-02,-1.0951737314e-01,-1.1318198591e-01,1.7054209113e-01,2.7912421152e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.3255312443e-01,-1.7328116894e+00,-3.7861832976e-01,1.5480602980e+00,3.1341856718e-01,1.5051743388e-01,1.8308513165e+00,3.8810324669e+00,2.7290446758e+00,-1.1121209860e+00,1.2740750611e-01,-1.5829648823e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.8826133013e-01,-2.4232592434e-02,1.3687976636e-02,5.9211393818e-03,1.6289386898e-02,5.0447087735e-02,-9.4617620111e-02,8.4506109124e-04,-6.0615297407e-03,-9.4633577392e-03,-2.2922158241e-03,-2.7204228565e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-7.2494596243e-01,-1.4435683489e+00,4.8783227801e-01,-9.4517159462e-01,2.3727816343e-01,1.4214000702e+00,1.8015010357e+00,-1.5621161461e+00,-6.5969365835e-01,-2.5664882660e+00,-3.1283795834e-03,-9.7791152075e-03
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.9611960649e-01,-1.1281461455e-02,1.3007166982e-01,-1.1853904277e-01,1.4910012484e-02,1.5500746667e-03,-3.4082796425e-02,1.6053423285e-02,-2.3846887052e-02,-1.0172149166e-02,-3.2660067081e-03,1.7285089940e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-6.9900184870e-01,-3.5385753959e-02,9.4561085105e-02,-1.8120555580e-01,5.4981287569e-02,4.2354375124e-02,4.7644399107e-02,-2.4803791195e-02,-5.8639510535e-03,-3.9818830788e-02,-5.3522571921e-02,1.5827057650e-03
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,2.4821872711e+00,-1.7492880943e-05,1.4144113811e-04,-2.3187341867e-05,9.8254831755e-06,-2.8396305424e-05,2.5081628701e-04,-1.1284722132e-04,-1.9227538723e-04,-1.6737700207e-04,-1.5834127367e-01,9.4243735075e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,2.4649937153e+00,1.2646830783e-06,7.4100194070e-07,-1.0971687880e-04,4.5149507059e-05,2.2861298930e-04,1.1434931366e-04,-3.0155932109e-05,-1.0946530529e-04,-2.2617407376e-04,-1.7965266109e-01,9.4214364886e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-6.9965153933e-01,6.6216227424e-05,1.5305014327e-02,-4.2967762798e-02,1.4679249376e-02,-2.5373186916e-02,-1.0692397133e-02,8.1831626594e-03,2.8262786567e-02,2.4515559897e-02,1.7791511118e-01,1.1336616240e-02
