atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6531984210e-01,-4.2166113853e-01,-6.8990443833e-03,8.9438211918e-01,5.4784685373e-01,6.4810520411e-01,-4.8953342438e-01,8.3606731892e-01,2.8309199214e-01,-5.6025540829e-01,-1.2123783827e+00,6.0931839049e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.1803778410e+00,-1.2210778659e-03,-5.7892384939e-04,4.9851434305e-03,1.5893507516e-03,-1.0769001208e-02,7.3072905652e-03,-8.6355153471e-03,2.9238013085e-03,6.3353315927e-03,8.9357697964e-01,1.8657924235e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.1815624237e+00,-5.8551074471e-04,-3.1761606806e-04,4.8145004548e-03,1.5150448307e-03,-1.1246704496e-02,8.0504920334e-03,-7.2785150260e-03,3.8352489937e-03,6.6392715089e-03,8.8992190361e-01,1.8399018049e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6451538801e-01,-1.2557902373e-02,-3.5121545196e-02,1.3929386437e-01,2.7718005702e-02,-1.9282618305e-03,3.4338161349e-02,1.7521085218e-02,4.3606082909e-04,2.4982711300e-02,-6.7254549265e-01,3.8548246026e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6418610215e-01,-9.5695881173e-03,6.2579154037e-03,-2.6045573759e-04,-8.8563774625e-06,5.0127252936e-02,3.5987742245e-02,-3.0049795285e-02,-3.7113826722e-02,1.3744270429e-02,-4.0375366807e-01,2.0352758467e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6424698830e-01,-1.4262698591e-02,8.2340436056e-03,8.9357877150e-03,8.7413564324e-03,4.8277620226e-02,4.0831834078e-02,-3.2150827348e-02,-1.4749740250e-02,1.7679430544e-02,-4.4677510858e-01,2.2829441726e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6445080638e-01,-2.2827852517e-02,2.0838978235e-03,-2.2735386156e-03,5.2733006887e-03,3.4376438707e-02,1.9841700792e-02,1.8532545073e-03,1.3457771391e-02,3.2760586590e-02,-6.6405242682e-01,2.1703854203e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6445122361e-01,-1.8360666931e-02,-8.6294366047e-03,4.0653976612e-03,1.3312960044e-02,3.6068957299e-02,4.8239491880e-02,-1.5359759331e-02,1.6840176657e-02,2.6477673091e-03,-6.3417631388e-01,3.3020761609e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6447119117e-01,-1.4917520806e-02,3.2616339158e-03,4.2937519029e-03,1.3544571586e-02,3.9099067450e-02,4.6557150781e-02,-1.2880619615e-02,1.4307030477e-02,3.0865918379e-03,-6.3770800829e-01,3.1859847903e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6454474330e-01,-1.9165100530e-02,4.7558940947e-02,-1.2156675011e-01,4.6265590936e-02,9.2086941004e-03,-9.8871719092e-03,1.4364440925e-02,2.2964522243e-02,6.4366748556e-03,-8.3439332247e-01,3.7284061313e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,1.1844314337e+00,-2.4021319114e-03,3.2216729596e-03,-4.6320841648e-03,2.3741710465e-03,-8.7786419317e-03,-1.6090981662e-02,7.1163089015e-03,2.0346515812e-03,7.6800612733e-03,9.0181690454e-01,1.8634535372e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,1.1825529337e+00,-1.6848800005e-03,2.8435620479e-03,-4.5897122473e-03,2.3406606633e-03,-7.6241102070e-03,-1.5475695021e-02,6.8947151303e-03,2.2158648353e-03,7.1358783171e-03,8.9897102118e-01,1.8819466233e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-4.6457359195e-01,-4.3320903182e-01,5.2845853567e-01,-7.1872735023e-01,5.7392632961e-01,5.6567335129e-01,6.9700473547e-01,-1.9563767314e-01,-6.2761902809e-01,-7.4105167389e-01,-9.4109314680e-01,1.8966455758e-01
