atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6322885156e-01,-4.3125665188e-01,-4.2822705582e-03,9.1175359488e-01,5.6085044146e-01,6.5582323074e-01,-4.9567946792e-01,8.4841972589e-01,2.8790935874e-01,-5.6886094809e-01,-1.2065190077e+00,6.8097822368e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.2066555023e+00,-1.0627972661e-03,-2.7952314122e-04,5.2339569665e-03,1.8380687106e-03,-1.0424568318e-02,7.4932607822e-03,-8.4663033485e-03,2.7378243394e-03,6.5964786336e-03,8.8359016180e-01,1.8871259689e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,1.2080943584e+00,-4.9190665595e-04,-4.0078072925e-04,5.2343662828e-03,1.6611828469e-03,-1.1200730689e-02,7.8908419237e-03,-7.5202211738e-03,3.6801192909e-03,6.7551140673e-03,8.8030004501e-01,1.8647412956e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6492278576e-01,-1.3539743610e-02,-3.6327138543e-02,1.4191891253e-01,2.7442235500e-02,-2.5048996322e-03,3.5968910903e-02,1.7453581095e-02,7.2516803630e-04,2.5178838521e-02,-6.6855764389e-01,3.8354420662e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6579715610e-01,-9.8057417199e-03,5.6434897706e-03,-6.0979000409e-06,-9.5909919764e-05,5.0502110273e-02,3.6544416100e-02,-3.0112924054e-02,-3.7234820426e-02,1.4280818403e-02,-4.0211170912e-01,2.0954024792e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6572753787e-01,-1.4961477369e-02,8.4089208394e-03,8.9181950316e-03,8.4695601836e-03,4.9298949540e-02,4.1027214378e-02,-3.1776476651e-02,-1.5224542469e-02,1.7646722496e-02,-4.4492271543e-01,2.3315779865e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6511664987e-01,-2.3567114025e-02,2.1221297793e-03,-2.3032350000e-03,5.2854139358e-03,3.5057958215e-02,1.9968774170e-02,1.9795317203e-03,1.3799285516e-02,3.3327154815e-02,-6.6207182407e-01,2.1747860312e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6518453956e-01,-1.9099742174e-02,-8.8463611901e-03,3.9068073966e-03,1.3447329402e-02,3.6432228982e-02,4.8660252243e-02,-1.6462942585e-02,1.7430080101e-02,2.5846152566e-03,-6.3207823038e-01,3.3410951495e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6513229609e-01,-1.5409843996e-02,3.4828104544e-03,4.3964749202e-03,1.3716709800e-02,3.9477966726e-02,4.7083176672e-02,-1.2302587740e-02,1.4148095623e-02,3.4811748192e-03,-6.3554948568e-01,3.2100781798e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-4.6393701434e-01,-1.9620336592e-02,4.8235338181e-02,-1.2395324558e-01,4.6661950648e-02,9.7561795264e-03,-1.0494632646e-02,1.4489594847e-02,2.2592067719e-02,5.7243164629e-03,-8.3141434193e-01,3.7171792984e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,1.2113705873e+00,-2.3794537410e-03,3.4882740583e-03,-4.9985861406e-03,2.5630623568e-03,-8.5461912677e-03,-1.5981256962e-02,7.0711416192e-03,2.1510522347e-03,7.6448544860e-03,8.9157021046e-01,1.8865911663e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,1.2095415592e+00,-1.6669007018e-03,3.0315755866e-03,-4.9180826172e-03,2.5081511121e-03,-7.7976570465e-03,-1.5329246409e-02,6.8102972582e-03,2.2281368729e-03,7.2405519895e-03,8.8900077343e-01,1.9057983160e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-4.6449914575e-01,-4.4275078177e-01,5.4109102488e-01,-7.3452216387e-01,5.8522611856e-01,5.7512468100e-01,7.0648509264e-01,-1.9797909260e-01,-6.3940709829e-01,-7.5481808186e-01,-9.3447023630e-01,1.9688110054e-01
